Re,seg_id,s,x,y,z,curvature,max_WSS,argmax_surface_pt_id
200,24,19.925758573024435,-9.229920387268066,14.828800201416016,-2.9083499908447266,0.22602300345897675,0.019924159358668585,1109
200,25,20.75414591386414,-9.583080291748047,14.298500061035156,-3.437769889831543,0.20734700560569763,0.018453926773350178,5750
200,26,21.583950862073284,-9.83687973022461,13.801799774169922,-4.052140235900879,0.17517900466918945,0.016908896025811394,2119
200,27,22.41450264925935,-10.00409984588623,13.313199996948242,-4.702620029449463,0.1534689962863922,0.015837503472090602,121
200,28,23.245360431138288,-10.095100402832031,12.813699722290039,-5.360300064086914,0.12746000289916992,0.015309157011556872,6089
200,29,24.07625942086452,-10.118200302124023,12.292200088500977,-6.006750106811523,0.11590199917554855,0.014921305185083299,6085
200,30,24.907061256920922,-10.079899787902832,11.744500160217285,-6.630280017852783,0.10595600306987762,0.0153097579403296,27069
200,31,25.737931493714356,-9.982410430908203,11.17020034790039,-7.222750186920166,0.10237599909305573,0.015242234432143453,23551
200,32,26.56867302724196,-9.826640129089355,10.57390022277832,-7.779789924621582,0.09839580208063126,0.015613097902070772,15655
200,33,27.399434028192736,-9.611960411071777,9.964119911193848,-8.301560401916504,0.0955049991607666,0.01578413477156071,15637
200,34,28.23010982020149,-9.33689022064209,9.353750228881836,-8.793299674987793,0.09000810235738754,0.014092171744522765,6144
200,35,29.060703635442394,-9.000800132751465,8.758339881896973,-9.264909744262695,0.08548130095005035,0.011988299932144866,24347
200,36,29.891197723860287,-8.606180191040039,8.193920135498047,-9.729049682617188,0.07736119627952576,0.011235797231252021,15929
200,37,30.72163339239799,-8.160229682922363,7.673590183258057,-10.198100090026855,0.07106819748878479,0.011807726892972336,30781
200,38,31.552088175592196,-7.6742401123046875,7.204150199890137,-10.680899620056152,0.06106429919600487,0.012217127854758723,3638
200,39,32.382622467680726,-7.160520076751709,6.785009860992432,-11.181099891662598,0.054515399038791656,0.012824616370937765,10381
